pmid,title,authors,keywords
41008913,"Histotripsy: Recent Advances, Clinical Applications, and Future Prospects.","Mustaqueem Pallumeera, Marcus Hong, Jonathan C Giang, Mina S Makary",
41008911,Peptide Receptor Radionuclide Therapy (PRRT) Using Actinium-225- and Ac-225/Lutetium-177-Labeled (TANDEM) Somatostatin Receptor Antagonist DOTA-LM3 in Patients with Neuroendocrine Neoplasm: A Retrospective Study Concerning Safety and Survival.,"Elisabetta Perrone, Maria Lucia Calcagni, Lucia Leccisotti, Roberto Moretti, Kriti Ghai, Aleksandr Eismant, Tanay Parkar, Lukas Greifenstein, Richard Paul Baum",
41008873,Centralized Surgical Care Improves Survival in Non-Functional Well-Differentiated Pancreatic Neuroendocrine Tumors.,"Ahmed Alnajar, Amber Collier, Mehmet Akcin, John I Lew, Tanaz M Vaghaiwalla",
41008858,Assessment of Psychological Burden in Individuals with Hereditary Risk of Pancreatic Cancer Under Surveillance: Evaluation of Distress 3 Years After Enrollment.,"Veronica Marinelli, Maria Angela Mazzi, Olga Maggioni, Elisa Venturini, Michela Rimondini, Michele Milella, Salvatore Paiella, Roberto Salvia",
41008833,Type 2 Diabetes and Gastrointestinal Cancers: Risk Associations and Awareness of Screening Challenges.,"Monika Storman, Leszek Czupryniak",
41008799,Nationwide Trends and Projections of Early Onset Gastrointestinal Cancers in China.,"Tianyu Li, Chen Lin, Weibin Wang",
41007782,Pancreatic Tissue Remodeling and Fibrosis After Irreversible Electroporation: A Histopathological and Thermal Perspective.,"Hong Bae Kim, Jin Young Youm, Joon-Mo Yang, Sung Bo Sim",
41007613,Pancreatic Solid Pseudopapillary Neoplasms-Clinicopathological Characteristics and Surgical Outcomes: A 10-Year Single-Centre Observational Study.,"Agnieszka Partyka, Wiktoria Bajek, Paulina Wietrzycka, Beata Jabłońska, Sławomir Mrowiec",
41006464,7T MRI and histology reveal early tissue and perfusion changes after radiofrequency ablation in a murine colorectal cancer model.,"Mirko D'Onofrio, Luisa Tomaiuolo, Stefano Tambalo, Diego Cavalli, Beatrice Mascarin, Marco Todesco, Ilaria Mirandola, Marco Gerosa, Alessandro Negri, Federica Vurro, Flavia Merigo, Nicolo' Cardobi, Riccardo De Robertis Lombardi, Salvatore Paiella, Pasquina Marzola, Claudio Bassi","Animals, Mice, Colorectal Neoplasms, Magnetic Resonance Imaging, Radiofrequency Ablation, Disease Models, Animal, Contrast Media, Neovascularization, Pathologic, Cell Line, Tumor"
41006303,An injury-associated lobular microniche is associated with the classical tumor cell phenotype in pancreatic cancer.,"Sara Söderqvist, Annika Viljamaa, Natalie Geyer, Anna-Lena Keller, Kseniya Ruksha, Carina Strell, Neda Hekmati, Alexandra Niculae, Jennie Engstrand, Ernesto Sparrelid, Caroline Salmén, Tânia D F Costa, Miao Zhao, Staffan Strömblad, Argyro Zacharouli, Poya Ghorbani, Sara Harrizi, Yousra Hamidi, Olga Khorosjutina, Stefina Milanova, Bernhard Schmierer, Béla Bozóky, Carlos Fernández Moro, Marco Gerling","Animals, Pancreatic Neoplasms, Humans, Female, Tumor Microenvironment, Mice, Phenotype, Pancreas, Acinar Cells, Male, Neoplasm Invasiveness, Cell Line, Tumor, Inflammation"
41006188,Evolving concepts in the cytology of pancreatic cystic and intraductal lesions.,Barbara A Centeno,
41005517,Protein post-translational modifications in CAR-T cells: Novel strategies to amplify antitumor efficacy via epigenetic and metabolic circuitry.,"Jiayi Li, Huihui Sun, Wenying Li, Ningning Zhao, Zhigang Guo, Jiannan Chen, Jun Yu",
41004304,Evaluating Sex Disparity in Pancreatic Ductal Adenocarcinoma Risk in the UK Biobank Cohort.,"Giulia Peduzzi, Roberto Pellungrini, Livia Archibugi, Federico Canzian, Cosmeri Rizzato, Gabriele Capurso, Daniele Campa",
41004299,Hepatoid carcinoma of pancreas: Diagnostic challenges and literature review.,"Ayush Dubey, Sujan K Voni, Snehasis Pradhan, Subhashree S Dash, Soumya Surath Panda","Humans, Pancreatic Neoplasms, Female, Adult, Antineoplastic Combined Chemotherapy Protocols, Carcinoma, Hepatocellular, Liver Neoplasms, Prognosis, Positron Emission Tomography Computed Tomography, Fluorouracil, Leucovorin, Fatal Outcome, Oxaliplatin, Irinotecan"
41003776,Assessment of AI-driven anatomical recognition in robotic gastrectomy: A multicenter retrospective analysis.,"Jumpei Ikeda, Masashi Takeuchi, Hirofumi Kawakubo, Masahiro Yura, Takahiro Kinoshita, Atsushi Morito, Souya Nunobe, Yosuke Morimoto, Tomohisa Egawa, Tasuku Furube, Yusuke Maeda, Satoru Matsuda, Yuko Kitagawa",
41002033,Stem Cell-Derived Organoids of the Pancreas: Evaluation of Endocrine and Exocrine Modeling Platforms.,"Samantha Kruzshak, Emmanuel S Tzanakakis",
41001906,Proteomic Characterization Reveals CYP2S1 as a Mediator of Drug Resistance in PDAC.,"Vera Thiel, Wiebke M Nadler, Alexander Kerner, Laura Kuhlmann, Manuel Reitberger, Tim Vorberg, Paul Schwerd-Kleine, Elisa Noll, Nathalia A Giese, Hsi-Yu Yen, Katja Steiger, Vanessa Vogel, Corinna Klein, Thilo Hackert, Ronald Koschny, Christiane A Opitz, Andreas Trumpp, Martin R Sprick, Christoph Rösli",
41001434,Progress in Intestinal Homeostasis and Mechanisms of Pancreatic Cancer.,"Zhonghua Qi, Peng Qi, Xiansen Jiang, Ping Qi",
41000913,Epigenomic Heterogeneity of Non-Functional Pancreatic Neuroendocrine Tumors Uncovered by Single nucleus and Spatial ATAC Profiling.,"Dejiang Wang, Xiangjun Di, Fu Gao, Gaocai Li, Liyun Lin, Shujie He, Di Zhang, Junyi Yu Jin, Yuanxin Liang, Michael Cecchini, Jill Lacy, John Kunstman, Pamela Kunz, Jing Du, Yang Liu",
41000447,Real-world data on Pressurized IntraPeritoneal Aerosol Chemotherapy (PIPAC)-directed therapy in patients with peritoneal metastases; Third annual report from the ISSPP PIPAC database.,"Magnus Skov Jørgensen, Pernille Schjødt Hansen, Claus W Fristrup, Martin Hübner, Jimmy So, Anne-Cecile Ezanno, Peter Hewett, Miguel Ruiz-Marin, Günther A Rezniczek, Özgül Düzgün, Marc Pocard, Francesco Casella, Laura Lay, Marisa Aral, Tarkan Jäger, Felix Laminger, Oliver Glehen, Claire-Angéline Goutard, Laurent Villeneuve, Andrea Di Giorgio, Michael Bau Mortensen",
40999053,SMAD4 induces opposite effects on metastatic growth from pancreatic tumors depending on the organ of residence.,"Kaloyan M Tsanov, Francisco M Barriga, Yu-Jui Ho, Direna Alonso-Curbelo, Geulah Livshits, Sha Tian, Richard P Koche, Timour Baslan, Janelle Simon, Alexandra N Wuest, José Reyes, Jin Park, Wei Luan, John E Wilkinson, Umesh Bhanot, Jordana Ray-Kirton, Ignas Masilionis, Nevenka Dimitrova, Christine A Iacobuzio-Donahue, Ronan Chaligné, Dana Pe'er, Joan Massagué, Scott W Lowe",
40998642,"Duodenum-preserving pancreatic head resection in 1063 patients for benign, premalignant cystic, and neuroendocrine neoplasms - Short-term surgical outcomes and risk of recurrence - Results of a systematic review.","Hans G Beger, Benjamin Mayer, Bertram Poch",
40998619,Clinical predictors of pancreatic fibrosis in patients with recurrent acute and chronic pancreatitis.,"Aida A Metri, Mahya Faghih, Elizabeth Thompson, Michael Noë, Rifat Mannan, Rita Kalyani, Erika Gunzelman, Elham Afghani, Lara Cheesman, Venkata S Akshintala, Merve Gurakar, Zahra Yousefli, Daniel Warren, Niraj M Desai, Zhaoli Sun, Christi Walsh, Martin A Makary, Ralph H Hruban, Jin He, Atif Zaheer, Vikesh K Singh",
40998473,Endoscopic ultrasound for pancreatic cystic lesions: a narrative review.,"Lucía Guilabert, Sara Nikolìc, Enrique de-Madaria, Giuseppe Vanella, Gabriele Capurso, Matteo Tacelli, Marcello Maida, Catalina Vladut, Cecilie Siggaard Knoph, Dario Quintini, Gabriele Rancatore, Giuseppe Infantino, Ilaria Tarantino, Giacomo Emanuele Maria Rizzo","Humans, Pancreatic Cyst, Endosonography, Pancreatic Neoplasms, Endoscopic Ultrasound-Guided Fine Needle Aspiration, Elasticity Imaging Techniques, Incidental Findings, Pancreas"
40998400,Pathologically confirmed complete remission after neoadjuvant chemotherapy in patients with advanced intrapancreatic cholangiocarcinoma following robot-assisted excision of choledochal cyst: A case report.,"In Soo Cho, Milim Kim, Chang Moo Kang",
40996947,Gastrointestinal neuroendocrine neoplasms in children and adolescents - data from the German MET studies (1997-2024).,"Katharina Karges, Marina Kunstreich, Michael Abele, Jörg Fuchs, Christian Vokuhl, Ines B Brecht, Dominik T Schneider, Michael C Frühwald, Peter Vorwerk, Constantin Lapa, Antje Redlich, Michaela Kuhlen",
40996684,Preoperative prediction of microvascular invasion in pancreatic neuroendocrine tumors through analysis of portal venous phase CT images.,"Hai-Yan Chen, Yao Pan, Yu-Wei Li, Li-Ting Shi, Jie-Yu Chen, Yun-Ying Liu, Ri-Sheng Yu, Lei Shi",
40996454,Role of endoscopic ultrasound in diagnosis and management of autoimmune pancreatitis.,"Gauri Kumbhar, Akhil Mahajan, Rahul Puri, Sridhar Sundaram",
40993704,"Gestational trophoblastic neoplasia with pancreatic metastasis: clinical characteristics, treatment strategies, and outcomes.","Xinghan Cheng, Dan Wang, Xiaoyu Wang, Yang Gui, Xiaoyan Chang, Fengzhi Feng, Jun Zhao, Junjun Yang, Yang Xiang","Humans, Female, Gestational Trophoblastic Disease, Pancreatic Neoplasms, Adult, Pregnancy, Retrospective Studies, Middle Aged, Young Adult, Treatment Outcome"
40992696,Disruption of mitochondrial homeostasis by bimetallic ca/cu nanocomposites against hepatocellular carcinoma.,"Huaze Lu, Qin Wang, Tian Qin, Xiayi Liang, Junjie Liu, Jie Chen, Duo Wang, Xiaobo Wang",
40990639,Incidence trends and surgical outcomes of synchronous liver metastasis across cancer types: a population-based cohort study.,"Xinyue Zhang, Kai Lei, Tianhao Zhang, Kangbao Li, Yifan Zhang",
40989419,MDMU-Net: 3D multi-dimensional decoupled multi-scale U-Net for pancreatic cancer segmentation.,"Lian Lu, Miao Wu, Gan Sen, Fei Ren, Tao Hu",
40989173,Family caregivers' needs at 6 months after pancreatic cancer surgery: A latent profile analysis.,"Linglong Liu, Xiaoping Fang, Xinbo Wang, Xiaoyan Wang, Yehua Xie, Yaoyao Cai, Lei Cui, Tianying Yao, Xiaoxuan Li, Qian Li, Mingxia Chen",
40987792,Author Correction: Foxp3 + Treg-derived IL-10 promotes colorectal cancer-derived lung metastasis.,"Ahmad Mustafa Shiri, Mohammad Fard-Aghaie, Tanja Bedke, Eleftherios D Papazoglou, Morsal Sabihi, Dmitra E Zazara, Siwen Zhang, Jöran Lücke, Philipp Seeger, Maximilian Evers, Thilo Hackert, Karl J Oldhafer, Gabriel E Gondolesi, Samuel Huber, Anastasios D Giannou",
40987688,"Author's reply: ""Comment on ""Diagnostic delay at diagnosis and time-to-treatment influence overall survival of pancreatic cancer patients.","Ruggero Ponz de Leon Pisani, Paolo Giorgio Arcidiacono, Gabriele Capurso",
40987470,Adiposity distribution and risks of 12 obesity-related cancers: a Mendelian randomization analysis.,"Emma Hazelwood, Lucy J Goudswaard, Matthew A Lee, Marina Vabistsevits, Dimitri J Pournaras, Hermann Brenner, Daniel D Buchanan, Stephen B Gruber, Andrea Gsur, Li Li, Ludmila Vodickova, Robert C Grant, N Jewel Samadder, Nicholas J Timpson, Marc J Gunter, Benjamin Schuster-Böckler, James Yarmolinsky, Tom G Richardson, Heinz Freisling, Neil Murphy, Emma E Vincent",
40987219,A case of colon cancer with secondary pancreatic head metastasis treated via radioactive iodine-125 seed implantation.,"Cheng-Wei Ma, Jian Zheng, Jing-Zheng Zhuang, Lei Ruan, Xin Xiang, Qing-Chun Li",
40986524,Liver-specific glucagon dysfunction promotes PP-cell hyperplasia and formation of glucagon and PP double-positive cells.,"Yuko Nakagawa, Takuro Horii, Ayako Fukunaka, Takashi Sato, Zhehao Zhang, Masaki Kobayashi, Tadahiro Kitamura, Yoshitaka Hayashi, Takashi Nishimura, Izuho Hatada, Yoshio Fujitani","Animals, Glucagon, Hyperplasia, Mice, Liver, Cell Proliferation, Signal Transduction, Glucagon-Secreting Cells, TOR Serine-Threonine Kinases, Receptors, Glucagon, Pancreatic Polypeptide, Pancreatic Polypeptide-Secreting Cells, Mice, Knockout, Proglucagon, Glutamine, Mice, Inbred C57BL"
40986159,Oncologic outcomes and prognostic factors of colloid carcinoma of the pancreas - a retrospective real-world data analysis from the German cancer registry group of the society of German tumor centers.,"Jannis Duhn, Lennart von Fritsch, Kim C Honselmann, Louisa Bolm, Christoph Gerling, Kees Kleihues-van Tol, Maria Elena Lacruz, Constanze Schneider, Fabian Reinwald, Andrea Sackmann, Bianca Franke, Bernd Holleczek, Anna Krauß, Steffen Deichmann, Thaer S A Abdalla, Monika Klinkhammer-Schalke, Sylke Ruth Zeissig, Tobias Keck, Ulrich F Wellner, Rüdiger Braun","Humans, Pancreatic Neoplasms, Male, Female, Aged, Registries, Germany, Middle Aged, Retrospective Studies, Prognosis, Survival Rate, Carcinoma, Pancreatic Ductal, Adenocarcinoma, Mucinous, Pancreatectomy, Aged, 80 and over, Adult, Treatment Outcome, Lymphatic Metastasis"
40986143,The m,"Yuyao Wei, Yang Wu, Chun Zhang, Mengling Yuan, Yuqi Sun, Mengran Li, Zili Zhang, Mei Guo","Humans, Neoplasms, Adenosine, Tumor Microenvironment, Gene Expression Regulation, Neoplastic, Animals, Methylation, Epigenesis, Genetic, Precision Medicine, RNA, Messenger"
40984096,Using Military Working Dog Records to Assist With Exposure-Informed Care.,"Justin G Bergeron, Elizabeth Heitz, Sharon Daye, Elise LaDouceur, Julie Fitzgerald, Terra D Vincent-Hall","Animals, Dogs, United States, Military Personnel, Working Dogs, Male, Female, Humans, Afghan Campaign 2001-, Odds Ratio"
40983683,Multifaceted effects of the microbiome in pancreatic cancer: from association to modulation.,Ryan M Thomas,
40982403,Application of Laparoscopic Programmatic Neurolymphatic Radical Pancreaticoduodenectomy in Pancreatic Head Cancer.,"Shangyou Zheng, Jiangling Chao, Rihua He, Shuxin Sun, Tianhao Huang, Honghui Jiang, Yu Zhou, Qing Lin, Shizong Li, Rufu Chen","Pancreaticoduodenectomy, Humans, Laparoscopy, Pancreatic Neoplasms"
40982355,Misfolding ,"Alexandra Demcsák, Miklós Sahin-Tóth","Animals, Pancreatic Neoplasms, Precancerous Conditions, Carcinoma, Pancreatic Ductal, Mice, Carboxypeptidases A, Mutation, Pancreas, Proto-Oncogene Proteins p21(ras), Protein Folding, Mice, Transgenic, Genetic Predisposition to Disease, Pancreatitis, Chronic, Disease Models, Animal"
40981722,Perineural Invasion in Pancreatic Ductal Adenocarcinoma: Recapitulating Its Importance and Defining Future Directions.,"Martin Lovecek, Esra Dirimtekin, Ingrid Garajová, Giulia Gasparini, Stefano Crippa, Elisa Giovannetti, Dana Sochorova, Carmen Mota Reyes, Ihsan Ekin Demir, Pinar Uysal-Onganer",
40981721,A Phototherapy Nanosensitizer-Unlocked Multihit Strategy to Inhibit Tumor Stemness and Potentiate Sorafenib Response in Hepatocellular Carcinoma.,"Tian Qin, Huaze Lu, Qin Wang, Ying Deng, Jingtong Zeng, Yuanyuan Chen, Xinhong Liao","Sorafenib, Carcinoma, Hepatocellular, Humans, Liver Neoplasms, Mice, Animals, Neoplastic Stem Cells, Antineoplastic Agents, Cell Line, Tumor, Phototherapy, Photosensitizing Agents, Photochemotherapy, Phosphorus, Mice, Inbred BALB C"
40981433,Genomic landscapes of endometrioid and mucinous ovarian cancers and morphologically similar tumor types.,"Dorothy Hallberg, Alice C Eastman, Shashikant Koul, Daniel C Bruhm, Eniko Papp, Simon Davenport, Vilmos Adleff, Leonardo Ferreira, Noushin Niknafs, Jamie E Medina, Stephen Cristiano, Carolyn Hruban, Jacob Fiksel, Kaui P Lebarbenchon, Luis Aparicio, Nicholas A Vulpescu, Kuan-Ting Kuo, Nita Ahuja, Ronny Drapkin, Euihye Jung, Sarah H Kim, Mark A Eckert, Ernst Lengyel, Kentaro Nakayama, Ayse Ayhan, Ie-Ming Shih, Tian-Li Wang, Ofer Lavie, Gad Rennert, Hariharan Easwaran, Stephen B Baylin, Michael F Press, Victor E Velculescu, Robert B Scharpf",
40978730,Laparoscopic enucleation: a safe and feasible treatment option for large (≥4 cm) benign or low-grade malignant pancreatic tumors.,"Chengqing Li, Yichen Yu, Wenyi Guo, Jiahao Wu, Jianwei Xu, Benzun Wei, Lei Wang",
40977712,TBA-MLR score: a metabolic-immune prognostic biomarker for postoperative hepatocellular carcinoma.,"Yuanquan Zhao, Wei Huang, Xiwen Deng, Pengyang Li, Siyang Yao, Yongyu Yang, Xiaofeng Dong","Humans, Carcinoma, Hepatocellular, Liver Neoplasms, Male, Female, Middle Aged, Prognosis, Aged, Biomarkers, Tumor, Hepatectomy, Bile Acids and Salts, Monocytes, Lymphocytes, Adult, Postoperative Period, Risk Assessment"
40977025,"[Observation on the efficacy of the ""page-turning"" method for superior pancreatic border lymph node dissection in laparoscopic radical gastrectomy for gastric cancer].","Z Wang, S Y Guan, M J Zhu, H P Tang, J Li, Y Chen, Y H Peng, Z J Zhang, L J Luo, H P Hang, J Wan, W Wang, W W Xiong","Humans, Stomach Neoplasms, Lymph Node Excision, Gastrectomy, Laparoscopy, Male, Female, Pancreas, Middle Aged, Lymph Nodes, Aged, Neoplasm Staging"
40977015,[Strategies for supra-pancreatic lymph node dissection in laparoscopic gastric cancer surgery].,"T Y Jiang, L Zang","Humans, Stomach Neoplasms, Lymph Node Excision, Laparoscopy, Gastrectomy, Pancreas"
40974978,Genetic associations of cholelithiasis and biliary tract cancer.,"Yong Jiang, Huimou Chen, Qing Tian, Chonghui Hu, Zhengyu Wu, Yuan Yuan, Xueliang Ouyang, Kunlong Chang, Daixin Wu, Juncheng Chen, Junwei Huang, Rufu Chen, Shangyou Zheng, Li Li",
40974342,Addressing Pancreatic Exocrine Insufficiency and the Impact of Pancreatic Enzyme Replacement Therapy Shortages in Europe.,"Afrodita Panaitescu-Damian, Ibrahim Gürcinar, Viorelia Stoica, Salvatore Paiella, Marcus Hollenbach, Ivonne Regel, Dawn Swibold, Gabriele Capurso, Alfredo Carrato, Patrick Michl, Luis Arnes",
40974336,"Disease Burden of Gastrointestinal Tumors in China From 1990 to 2021, an Analysis for the Global Burden of Disease Study 2021.","Lanwei Guo, Jiani Yuan, Lin Cai, Chenxin Zhu, Yan Zheng, Haiyan Yang, Yanyan Liu",
40973669,Psychiatric and Sleep disorders in Patients with Non-Functional Adrenal Tumors.,"Hadis Mirzaei, Jonatan D Lindh, Buster Mannheimer, Henrik Falhammar",
40971442,α cells use both PC1/3 and PC2 to process proglucagon peptides and control insulin secretion.,"Canqi Cui, Danielle C Leander, Sarah M Gray, Kimberley El, Alex Chen, Paul A Grimsrud, Jessica O Becker, Austin Taylor, Guo-Fang Zhang, Kyle W Sloop, C Bruce Verchere, Andrew N Hoofnagle, David A D'Alessio, Jonathan E Campbell","Animals, Proglucagon, Humans, Glucagon-Secreting Cells, Insulin Secretion, Mice, Proprotein Convertase 1, Glucagon-Like Peptide 1, Insulin, Mice, Transgenic, Proprotein Convertase 2, Insulin-Secreting Cells"
40971392,The influence of somatostatin analogues on the incidence of pancreatic fistulas and postoperative morbidity in patients undergoing pancreatic resection: A Bayesian network meta-analysis.,"Zonghao Hou, Shengxiang Hou, Zhixin Wang, Haijiu Wang, Manjun Deng, Haining Fan","Humans, Bayes Theorem, Incidence, Morbidity, Octreotide, Pancreas, Pancreatectomy, Pancreatic Fistula, Pancreatic Neoplasms, Postoperative Complications, Somatostatin"
40968256,Safety and efficacy of robot-assisted bile ductoplasty and intrapancreatic bile duct resection in congenital biliary dilatation: a single-center retrospective cohort (2013-2024).,"Daiki Kato, Chiyoe Shirota, Hiroo Uchida, Akinari Hinoki, Satoshi Makita, Katsuhiro Ogawa, Masamune Okamoto, Akihiro Yasui, Shunya Takada, Kaito Hayashi, Yoichi Nakagawa, Hiroki Ishii, Hajime Asai, Hizuru Amano, Takahisa Tainaka","Retrospective Studies, Humans, Male, Female, Infant, Child, Preschool, Child, Adolescent, Choledochal Cyst, Bile Ducts, Pancreas, Robotic Surgical Procedures, Treatment Outcome, Plastic Surgery Procedures, Postoperative Complications, Laparoscopy, Length of Stay, Enteral Nutrition"
40967833,Glycaemic control is a modifiable risk factor for pancreatic cancer development in patients with diabetes: a population-based cohort study.,"Jing Tong Tan, Xianhua Mao, David Tak-Wai Lui, Chang Li, Ho-Ming Cheng, Wai-K Leung, Wai-Kay Seto, Ka-Shing Cheung",
40965772,Risk of developing a second primary cancer following a renal cell carcinoma: a systematic review and meta-analysis.,"Samuel Tundealao, Praise Okunlola, Tolulope Titiloye, Bolatito Mayungbo, Abiodun Adegbesan, Anusha Sajja, Olajumoke Olarewaju",
40965345,Alternative Splicing of Secretin Receptor (SCTR) and its low Expression Drive the Occurrence of Pancreatic Ductal Adenocarcinoma.,"Yanqi Ke, Ling Wang, Qicai Liu, Feng Gao",
40965047,Challenges and Pitfalls to Diagnosing NUTM1-Rearranged Neoplasia of the Pancreas by Cytology and Ancillary Studies.,Terrance J Lynn,
40964484,Autoimmune Pancreatitis Not Otherwise Specified (AIP-NOS): The Importance of Gastroenterology Consultation When Clinical Findings Are Concerning for Pancreatic Cancer.,"Cooper Alden Josephs, Daniel Mullady, Taylor Templeton-Jager, Nicholas Fuerstenau, Steve Xie",
40964344,Hedgehog signaling drives glial cell plasticity and oncogenic reprogramming in gastroenteropancreatic neuroendocrine neoplasms.,"Suzann Duan, AnneLeigh B Twer, Ateh Zinkeng, Ricky A Sontz, Juanita L Merchant",
40961542,Gastric neuroendocrine tumors arising from chronic proton pump inhibitor use: characteristics and outcomes of a fourth subtype.,"Lena K Egbert, Akash Kartik, Nabil Wasif, Katherine Poruk, Thorvardur R Halfdanarson, Travis E Grotz",
40961507,PNPLA3 polymorphism worsens chemotherapy associated liver injury and affects overall survival in colorectal cancer patients with liver metastasis undergoing hepatic resection.,"Benedikt Rumpf, Jonas Santol, Anna E Kern, Markus Ammann, Joel Probst, Ruth Baumgartner, Anna S Jankoschek, Vanja Podrascanin, Florian Lehner, Felix X Huber, David Pereyra, Gregor Ortmayr, Yawen Dong, Sophia Petschnak, Brigitte Wolf, Alice Assinger, Hubert Hackl, Stefan Gilg, Thomas Gruenberger, Patrick Starlinger",
40960608,Postoperative complications following surgery for congenital hyperinsulinism and insulinomas in pediatric patients.,"Gregers Gaardskær Boel, Henrik Thybo Christesen, Mark Bremholm Ellebæk, Michael Bau Mortensen","Humans, Postoperative Complications, Retrospective Studies, Male, Female, Child, Child, Preschool, Congenital Hyperinsulinism, Insulinoma, Infant, Pancreatic Neoplasms, Adolescent, Denmark, Pancreatectomy"
40959812,Solid-Pseudopapillary Neoplasm of Pancreas: Insights from Cytopathology.,"Isha Makker, Zachariah Chowdhury, Paramita Paul, Ipsita Dhal, Sadaf Haiyat, Shashikant Patne",
40959805,Cytology and Core Biopsy for Cystic Lesions of the Pancreas: A Comparison of Three Cytological Grading Systems.,"Andrei Bancu, Matthew Hanks, Lauren Ackroyd, Suresh Venkatachalapathy, Dileep N Lobo, Abed M Zaitoun",
40957493,Myokine-mediated muscle-organ interactions: Molecular mechanisms and clinical significance.,"Jia Yi, Junyang Chen, Xinlei Yao, Zihao Zhao, Xinxin Niu, Xia Li, Jiacheng Sun, Yanan Ji, Tongxin Shang, Leilei Gong, Bingqian Chen, Hualin Sun",
40957191,"Metabolite profiling in human and mouse liver microsomes of the aminosteroid RM-581, a new orally active anticancer agent.","Donald Poirier, Martin Jutras, René Maltais, Jenny Roy, Maude Fleury",
40954045,Slowly progressive type 1 diabetes and female sex as associated factors for pancreatic abnormalities on diagnostic imaging indicating precancerous potential.,"Tomoyasu Fukui, Tetsuro Kobayashi, Takuya Awata, Hiroshi Ikegami, Akihisa Imagawa, Yoichi Oikawa, Haruhiko Osawa, Eiji Kawasaki, Masanari Kuwabara, Kazuhiko Kobayashi, Takeshi Katsuki, Norio Kanatsuna, Junji Kozawa, Noriko Kodani, Akira Shimada, Masayuki Shimoda, Kazuma Takahashi, Daisuke Chujo, Tetsuro Tsujimoto, Kyoichiro Tsuchiya, Jungo Terasaki, Kan Nagasawa, Shinsuke Noso, Ichiro Horie, Kazuki Yasuda, Hisafumi Yasuda, Toshiaki Hanafusa, Hiroshi Kajio","Humans, Diabetes Mellitus, Type 1, Female, Male, Adult, Sex Factors, Disease Progression, Precancerous Conditions, Pancreas, Young Adult, Pancreatic Neoplasms, Adolescent, Japan, Child, Middle Aged, Diagnostic Imaging, Risk Factors, Follow-Up Studies, Prognosis"
40953780,Maintenance treatment for type 1 autoimmune pancreatitis: effectiveness and development of the PrescrAIP relapse prediction model.,"Marco Lanzillotta, Peter Macinga, Jakob L Poulsen, Olof Vinge-Holmquist, A Fatih Demirci, Matteo Tacelli, Johanna Backhus, Hana Algül, Clémence Descourvieres, Mariia Kiriukova, Elisabetta Goni, Marcus Hollenbach, Rainer C Miksch, Lumir Kunovsky, Miroslav Vujasinovic, Sara Nikolic, Luke Dickerson, Michael Hirth, Markus F Neurath, Malte Zumblick, Josephine Vila, Mustafa Jalal, Georg Beyer, Fabian Frost, Silvia Carrara, Zdenek Kala, Petr Jabandziev, Gurhan Sisman, Filiz Akyuz, Gabriele Capurso, Massimo Falconi, Alexander Arlt, Frank P Vleggaar, Luca Barresi, Bill Greenhalf, László Czakó, Peter Hegyi, Andrew Hopper, Manu K Nayar, Thomas M Gress, Francesco Vitali, Alexander Schneider, Chris M Halloran, Jan Trna, Alexey V Okhlobystin, Lorenzo Dagna, Djuna L Cahen, Dmitry Bordin, Vinciane Rebours, Julia Mayerle, Alisan Kahraman, Sebastian Rasch, Emma Culver, Alexander Kleger, Emma Martínez-Moneo, Tomas Hucl, Søren S Olesen, Marco J Bruno, Ulrich Beuers, Emanuel Della-Torre, J-Matthias Löhr, Jonas Rosendahl, Kasper A Overbeek",
40952410,Syndecan-1 is a Key Mediator of Entosis and Cellular Competition in Pancreatic Cancer.,"Kara Li, Chenyang Li, Shigeaki Umeda, Rajya L Kappagantula, Masakatsu Paku, Yue Zeng, Christine Iacobuzio-Donahue, Wantong Yao",
40951294,Pembrolizumab and Olaparib (POLAR) Maintenance Therapy in Metastatic Pancreatic Cancer With or Without Homologous Repair Deficiency: A Biomarker Selected Phase II Trial.,"Wungki Park, Catherine O'Connor, Joanne Chou, Marc Hilmi, Zeynep Tarcan, Carly Schwartz, Mary Larsen, Walid Chatila, Karthigayini Sivaprakasam, Shigeaki Umeda, Maria Perry, Anna Varghese, Kenneth Yu, Fiyinfolu Balogun, Alice Zervoudakis, Seth Katz, Tae-Hyung Kim, Ken Zhao, Allison Richards, Nicolas Lecomte, Daniel Muldoon, Elias Karnoub, Jessica Yang, Imane El-Dika, Devika Rao, Joshi Smita, Michael Foote, Ryan Sugarman, James Harding, Andrew Epstein, David Kelsen, Sree Chalasani, Fergus Keane, Joshua Schoenfeld, Anupriya Singhal, Erin Diguglielmo, Chaitanya Bandlamudi, Junmin Song, Hulya Sahin Ozkan, Jungeui Hong, Haochen Zhang, Agustin Cardenas, Maria Lao, Jerry Melchor, Ronak Shah, Wenfei Kang, Francesca Mazzoni, Kevin Soares, Mark Donoghue, Vinod Balachandran, Mark Schattner, Ernesto Santos, Vineet Rolston, Marsha Reyngold, Alice Wei, Ramzi Homsi, Murray Tipping, Olca Basturk, Michael Berger, Richard Do, William Jarnagin, Nadeem Riaz, Dana Pe'er, Marinela Capanu, Christine Iacobuzio-Donahue, Eileen O'Reilly",
